Year,Geography,Age Group,Gender,Indicators,VALUE
2023,Ontario,12 to 14 years,Male,"Self-reported physical activity, average 60 or more minutes per day",75.5
2023,Ontario,12 to 14 years,Male,Headache,77.3
2023,Ontario,12 to 14 years,Male,Headache,72.9
2023,Ontario,12 to 14 years,Male,Headache,81.8
2023,Ontario,12 to 14 years,Male,Stomach ache,81.2
2023,Ontario,12 to 14 years,Male,Stomach ache,77.0
2023,Ontario,12 to 14 years,Male,Stomach ache,85.5
2023,Ontario,12 to 14 years,Male,Backache,73.1
2023,Ontario,12 to 14 years,Male,Backache,68.3
2023,Ontario,12 to 14 years,Male,Backache,78.0
2023,Ontario,12 to 14 years,Male,Difficulties in getting to sleep,55.4
2023,Ontario,12 to 14 years,Male,Difficulties in getting to sleep,49.8
2023,Ontario,12 to 14 years,Male,Difficulties in getting to sleep,60.9
2023,Ontario,12 to 14 years,Male,Changed eating habits to manage weight,84.6
2023,Ontario,12 to 14 years,Male,Changed eating habits to manage weight,80.8
2023,Ontario,12 to 14 years,Male,Changed eating habits to manage weight,88.4
2023,Ontario,12 to 14 years,Male,"Changed eating habits to manage weight, daily",92.3
2023,Ontario,12 to 14 years,Male,"Changed eating habits to manage weight, daily",89.5
2023,Ontario,12 to 14 years,Male,"Changed eating habits to manage weight, daily",95.0
2023,Ontario,12 to 14 years,Male,Met sleep guidelines in the last 7 days,22.4
2023,Ontario,12 to 14 years,Male,Met sleep guidelines in the last 7 days,17.6
2023,Ontario,12 to 14 years,Male,Met sleep guidelines in the last 7 days,27.1
2023,Ontario,12 to 14 years,Male,Preoccupied with a desire to be thinner,82.4
2023,Ontario,12 to 14 years,Male,Preoccupied with a desire to be thinner,78.4
2023,Ontario,12 to 14 years,Male,Preoccupied with a desire to be thinner,86.5
2023,Ontario,12 to 14 years,Male,"Preoccupied with a desire to be thinner, daily",91.3
2023,Ontario,12 to 14 years,Male,"Preoccupied with a desire to be thinner, daily",88.3
2023,Ontario,12 to 14 years,Male,"Preoccupied with a desire to be thinner, daily",94.2
2023,Ontario,12 to 14 years,Male,Vomited to lose weight,99.1
2023,Ontario,12 to 14 years,Male,Vomited to lose weight,98.2
2023,Ontario,12 to 14 years,Male,Vomited to lose weight,100.0
2023,Ontario,12 to 14 years,Male,"Vomited to lose weight, daily",99.7
2023,Ontario,12 to 14 years,Male,"Vomited to lose weight, daily",99.4
2023,Ontario,12 to 14 years,Male,"Vomited to lose weight, daily",100.0
2023,Ontario,12 to 14 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",75.0
2023,Ontario,12 to 14 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",70.4
2023,Ontario,12 to 14 years,Male,"Perceived life stress, most days quite a bit or extremely stressful",79.6
2023,Ontario,12 to 14 years,Female,"Perceived health, excellent or very good",19.1
2023,Ontario,12 to 14 years,Female,"Perceived health, excellent or very good",15.0
2023,Ontario,12 to 14 years,Female,"Perceived health, excellent or very good",23.2
2023,Ontario,12 to 14 years,Female,"Perceived mental health, excellent or very good",36.9
2023,Ontario,12 to 14 years,Female,"Perceived mental health, excellent or very good",31.8
2023,Ontario,12 to 14 years,Female,"Perceived mental health, excellent or very good",42.1
2023,Ontario,12 to 14 years,Female,"Perceived mental health, fair or poor",6900.0
2023,Ontario,12 to 14 years,Female,"Perceived mental health, fair or poor",3200.0
2023,Ontario,12 to 14 years,Female,"Perceived mental health, fair or poor",10500.0
2023,Ontario,12 to 14 years,Female,"Perceived mental health, fair or poor",2.9
2023,Ontario,12 to 14 years,Female,"Perceived mental health, fair or poor",1.3
2023,Ontario,12 to 14 years,Female,"Perceived mental health, fair or poor",4.4
2023,Ontario,12 to 14 years,Female,"Self-reported physical activity, average 60 or more minutes per day",11600.0
2023,Ontario,12 to 14 years,Female,"Self-reported physical activity, average 60 or more minutes per day",6600.0
2023,Ontario,12 to 14 years,Female,"Self-reported physical activity, average 60 or more minutes per day",16600.0
2023,Ontario,12 to 14 years,Female,"Self-reported physical activity, average 60 or more minutes per day",6.5
2023,Ontario,12 to 14 years,Female,"Self-reported physical activity, average 60 or more minutes per day",3.7
2023,Ontario,12 to 14 years,Female,"Self-reported physical activity, average 60 or more minutes per day",9.2
2023,Ontario,12 to 14 years,Female,Headache,22000.0
2023,Ontario,12 to 14 years,Female,Headache,13800.0
2023,Ontario,12 to 14 years,Female,Headache,30100.0
2023,Ontario,12 to 14 years,Female,Headache,9.2
2023,Ontario,12 to 14 years,Female,Headache,5.9
2023,Ontario,12 to 14 years,Female,Headache,12.5
2023,Ontario,12 to 14 years,Female,Stomach ache,14900.0
2023,Ontario,12 to 14 years,Female,Stomach ache,8300.0
2023,Ontario,12 to 14 years,Female,Stomach ache,21500.0
2023,Ontario,12 to 14 years,Female,Stomach ache,6.3
2023,Ontario,12 to 14 years,Female,Stomach ache,3.5
2023,Ontario,12 to 14 years,Female,Stomach ache,9.0
2023,Ontario,12 to 14 years,Female,Backache,13100.0
2023,Ontario,12 to 14 years,Female,Backache,6500.0
2023,Ontario,12 to 14 years,Female,Backache,19700.0
2023,Ontario,12 to 14 years,Female,Backache,5.6
2023,Ontario,12 to 14 years,Female,Backache,2.8
2023,Ontario,12 to 14 years,Female,Backache,8.3
2023,Ontario,12 to 14 years,Female,Difficulties in getting to sleep,26200.0
2023,Ontario,12 to 14 years,Female,Difficulties in getting to sleep,15.1
2023,Ontario,12 to 14 years,Female,Difficulties in getting to sleep,11.1
2023,Ontario,12 to 14 years,Female,Difficulties in getting to sleep,19.1
2023,Ontario,12 to 14 years,Female,Changed eating habits to manage weight,11900.0
2023,Ontario,12 to 14 years,Female,Changed eating habits to manage weight,6200.0
2023,Ontario,12 to 14 years,Female,Changed eating habits to manage weight,17600.0
2023,Ontario,12 to 14 years,Female,Changed eating habits to manage weight,5.0
2023,Ontario,12 to 14 years,Female,Changed eating habits to manage weight,2.6
2023,Ontario,12 to 14 years,Female,Changed eating habits to manage weight,7.3
2023,Ontario,12 to 14 years,Female,"Changed eating habits to manage weight, daily",9000.0
2023,Ontario,12 to 14 years,Female,"Changed eating habits to manage weight, daily",4100.0
2023,Ontario,12 to 14 years,Female,"Changed eating habits to manage weight, daily",13900.0
2023,Ontario,12 to 14 years,Female,"Changed eating habits to manage weight, daily",3.7
2023,Ontario,12 to 14 years,Female,"Changed eating habits to manage weight, daily",1.7
2023,Ontario,12 to 14 years,Female,"Changed eating habits to manage weight, daily",5.8
2023,Ontario,12 to 14 years,Female,"Life satisfaction, satisfied or very satisfied",25300.0
2023,Ontario,12 to 14 years,Female,"Life satisfaction, satisfied or very satisfied",14.4
2023,Ontario,12 to 14 years,Female,"Life satisfaction, satisfied or very satisfied",10.7
2023,Ontario,12 to 14 years,Female,"Life satisfaction, satisfied or very satisfied",18.1
2023,Ontario,12 to 14 years,Female,Met sleep guidelines in the last 7 days,20.8
2023,Ontario,12 to 14 years,Female,Met sleep guidelines in the last 7 days,16.6
2023,Ontario,12 to 14 years,Female,Met sleep guidelines in the last 7 days,25.1
2023,Ontario,12 to 14 years,Female,Preoccupied with a desire to be thinner,17600.0
2023,Ontario,12 to 14 years,Female,Preoccupied with a desire to be thinner,10700.0
2023,Ontario,12 to 14 years,Female,Preoccupied with a desire to be thinner,24500.0
2023,Ontario,12 to 14 years,Female,Preoccupied with a desire to be thinner,7.4
2023,Ontario,12 to 14 years,Female,Preoccupied with a desire to be thinner,4.5
2023,Ontario,12 to 14 years,Female,Preoccupied with a desire to be thinner,10.2
2023,Ontario,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",15700.0
2023,Ontario,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",9000.0
2023,Ontario,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",22500.0
2023,Ontario,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",6.6
2023,Ontario,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",3.8
2023,Ontario,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",9.3
2023,Ontario,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",16500.0
2023,Ontario,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",10400.0
2023,Ontario,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",22600.0
2023,Ontario,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",6.9
2023,Ontario,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",4.4
2023,Ontario,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",9.4
2023,Ontario,12 to 14 years,Female,"Perceived health, excellent or very good",20500.0
2023,Ontario,12 to 14 years,Female,"Perceived health, excellent or very good",12700.0
2023,Ontario,12 to 14 years,Female,"Perceived health, excellent or very good",28200.0
2023,Ontario,12 to 14 years,Female,"Perceived health, excellent or very good",8.5
2023,Ontario,12 to 14 years,Female,"Perceived health, excellent or very good",5.4
2023,Ontario,12 to 14 years,Female,"Perceived health, excellent or very good",11.6
2023,Ontario,12 to 14 years,Female,"Perceived health, fair or poor",10400.0
2023,Ontario,12 to 14 years,Female,"Perceived health, fair or poor",6000.0
2023,Ontario,12 to 14 years,Female,"Perceived health, fair or poor",14700.0
2023,Ontario,12 to 14 years,Female,"Perceived health, fair or poor",4.3
2023,Ontario,12 to 14 years,Female,"Perceived health, fair or poor",2.5
2023,Ontario,12 to 14 years,Female,"Perceived health, fair or poor",6.1
2023,Ontario,12 to 14 years,Female,"Perceived mental health, excellent or very good",13900.0
2023,Ontario,12 to 14 years,Female,"Perceived mental health, excellent or very good",7900.0
2023,Ontario,12 to 14 years,Female,"Perceived mental health, excellent or very good",20000.0
2023,Ontario,12 to 14 years,Female,"Perceived mental health, excellent or very good",5.8
2023,Ontario,12 to 14 years,Female,"Perceived mental health, excellent or very good",3.3
2023,Ontario,12 to 14 years,Female,"Perceived mental health, excellent or very good",8.3
2023,Ontario,12 to 14 years,Female,"Perceived mental health, fair or poor",20.3
2023,Ontario,12 to 14 years,Female,"Perceived mental health, fair or poor",16.4
2023,Ontario,12 to 14 years,Female,"Perceived mental health, fair or poor",24.3
2023,Ontario,12 to 14 years,Female,"Smoking, daily or occasionally",6900.0
2023,Ontario,12 to 14 years,Female,"Smoking, daily or occasionally",3500.0
2023,Ontario,12 to 14 years,Female,"Smoking, daily or occasionally",10400.0
2023,Ontario,12 to 14 years,Female,"Smoking, daily or occasionally",2.9
2023,Ontario,12 to 14 years,Female,"Smoking, daily or occasionally",1.5
2023,Ontario,12 to 14 years,Female,"Smoking, daily or occasionally",4.4
2023,Ontario,12 to 14 years,Female,Cannabis use in the past 12 months,23.8
2023,Ontario,12 to 14 years,Female,Cannabis use in the past 12 months,19.5
2023,Ontario,12 to 14 years,Female,Cannabis use in the past 12 months,28.1
2023,Ontario,12 to 14 years,Female,"Cannabis use in the past 12 months, daily or almost daily",9300.0
2023,Ontario,12 to 14 years,Female,"Cannabis use in the past 12 months, daily or almost daily",4300.0
2023,Ontario,12 to 14 years,Female,"Cannabis use in the past 12 months, daily or almost daily",14300.0
2023,Ontario,12 to 14 years,Female,"Cannabis use in the past 12 months, daily or almost daily",3.9
2023,Ontario,12 to 14 years,Female,"Cannabis use in the past 12 months, daily or almost daily",1.8
2023,Ontario,12 to 14 years,Female,"Cannabis use in the past 12 months, daily or almost daily",6.0
2023,Ontario,12 to 14 years,Female,"Used  e-cigarette or vaping device, past 30 days",32100.0
2023,Ontario,12 to 14 years,Female,"Used  e-cigarette or vaping device, past 30 days",23000.0
2023,Ontario,12 to 14 years,Female,"Used  e-cigarette or vaping device, past 30 days",13.6
2023,Ontario,12 to 14 years,Female,"Used  e-cigarette or vaping device, past 30 days",9.9
2023,Ontario,12 to 14 years,Female,"Used  e-cigarette or vaping device, past 30 days",17.3
2023,Ontario,12 to 14 years,Female,"Self-reported physical activity, average 60 or more minutes per day",19200.0
2023,Ontario,12 to 14 years,Female,"Self-reported physical activity, average 60 or more minutes per day",11500.0
2023,Ontario,12 to 14 years,Female,"Self-reported physical activity, average 60 or more minutes per day",26800.0
2023,Ontario,12 to 14 years,Female,"Self-reported physical activity, average 60 or more minutes per day",10.7
2023,Ontario,12 to 14 years,Female,"Self-reported physical activity, average 60 or more minutes per day",6.6
2023,Ontario,12 to 14 years,Female,"Self-reported physical activity, average 60 or more minutes per day",14.8
2023,Ontario,12 to 14 years,Female,Headache,25.1
2023,Ontario,12 to 14 years,Female,Headache,20.5
2023,Ontario,12 to 14 years,Female,Headache,29.7
2023,Ontario,12 to 14 years,Female,Stomach ache,24.8
2023,Ontario,12 to 14 years,Female,Stomach ache,20.5
2023,Ontario,12 to 14 years,Female,Stomach ache,29.1
2023,Ontario,12 to 14 years,Female,Backache,23.6
2023,Ontario,12 to 14 years,Female,Backache,19.0
2023,Ontario,12 to 14 years,Female,Backache,28.2
2023,Ontario,12 to 14 years,Female,Difficulties in getting to sleep,19.7
2023,Ontario,12 to 14 years,Female,Difficulties in getting to sleep,15.5
2023,Ontario,12 to 14 years,Female,Difficulties in getting to sleep,24.0
2023,Ontario,12 to 14 years,Female,Changed eating habits to manage weight,28000.0
2023,Ontario,12 to 14 years,Female,Changed eating habits to manage weight,15.6
2023,Ontario,12 to 14 years,Female,Changed eating habits to manage weight,11.9
2023,Ontario,12 to 14 years,Female,Changed eating habits to manage weight,19.3
2023,Ontario,12 to 14 years,Female,"Changed eating habits to manage weight, daily",12900.0
2023,Ontario,12 to 14 years,Female,"Changed eating habits to manage weight, daily",8100.0
2023,Ontario,12 to 14 years,Female,"Changed eating habits to manage weight, daily",17700.0
2023,Ontario,12 to 14 years,Female,"Changed eating habits to manage weight, daily",5.4
2023,Ontario,12 to 14 years,Female,"Changed eating habits to manage weight, daily",3.4
2023,Ontario,12 to 14 years,Female,"Changed eating habits to manage weight, daily",7.3
2023,Ontario,12 to 14 years,Female,"Life satisfaction, satisfied or very satisfied",7400.0
2023,Ontario,12 to 14 years,Female,"Life satisfaction, satisfied or very satisfied",3600.0
2023,Ontario,12 to 14 years,Female,"Life satisfaction, satisfied or very satisfied",11100.0
2023,Ontario,12 to 14 years,Female,"Life satisfaction, satisfied or very satisfied",3.1
2023,Ontario,12 to 14 years,Female,"Life satisfaction, satisfied or very satisfied",1.5
2023,Ontario,12 to 14 years,Female,"Life satisfaction, satisfied or very satisfied",4.6
2023,Ontario,12 to 14 years,Female,Met sleep guidelines in the last 7 days,27400.0
2023,Ontario,12 to 14 years,Female,Met sleep guidelines in the last 7 days,15.7
2023,Ontario,12 to 14 years,Female,Met sleep guidelines in the last 7 days,12.0
2023,Ontario,12 to 14 years,Female,Met sleep guidelines in the last 7 days,19.4
2023,Ontario,12 to 14 years,Female,Preoccupied with a desire to be thinner,23.1
2023,Ontario,12 to 14 years,Female,Preoccupied with a desire to be thinner,18.8
2023,Ontario,12 to 14 years,Female,Preoccupied with a desire to be thinner,27.4
2023,Ontario,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",32600.0
2023,Ontario,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",24100.0
2023,Ontario,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",13.6
2023,Ontario,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",10.2
2023,Ontario,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",17.0
2023,Ontario,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",26.9
2023,Ontario,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",22.4
2023,Ontario,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",31.5
2023,Ontario,12 to 14 years,Female,"Perceived health, excellent or very good",64.1
2023,Ontario,12 to 14 years,Female,"Perceived health, excellent or very good",58.8
2023,Ontario,12 to 14 years,Female,"Perceived health, excellent or very good",69.3
2023,Ontario,12 to 14 years,Female,"Perceived mental health, excellent or very good",32.3
2023,Ontario,12 to 14 years,Female,"Perceived mental health, excellent or very good",27.1
2023,Ontario,12 to 14 years,Female,"Perceived mental health, excellent or very good",37.5
2023,Ontario,12 to 14 years,Female,"Perceived mental health, fair or poor",16900.0
2023,Ontario,12 to 14 years,Female,"Perceived mental health, fair or poor",10300.0
2023,Ontario,12 to 14 years,Female,"Perceived mental health, fair or poor",23400.0
2023,Ontario,12 to 14 years,Female,"Perceived mental health, fair or poor",7.0
2023,Ontario,12 to 14 years,Female,"Perceived mental health, fair or poor",4.3
2023,Ontario,12 to 14 years,Female,"Perceived mental health, fair or poor",9.7
2023,Ontario,12 to 14 years,Female,"Used  e-cigarette or vaping device, past 30 days",6500.0
2023,Ontario,12 to 14 years,Female,"Used  e-cigarette or vaping device, past 30 days",2400.0
2023,Ontario,12 to 14 years,Female,"Used  e-cigarette or vaping device, past 30 days",10600.0
2023,Ontario,12 to 14 years,Female,"Used  e-cigarette or vaping device, past 30 days",2.8
2023,Ontario,12 to 14 years,Female,"Used  e-cigarette or vaping device, past 30 days",1.0
2023,Ontario,12 to 14 years,Female,"Used  e-cigarette or vaping device, past 30 days",4.5
2023,Ontario,12 to 14 years,Female,Headache,25800.0
2023,Ontario,12 to 14 years,Female,Headache,14.5
2023,Ontario,12 to 14 years,Female,Headache,10.9
2023,Ontario,12 to 14 years,Female,Headache,18.2
2023,Ontario,12 to 14 years,Female,Stomach ache,24100.0
2023,Ontario,12 to 14 years,Female,Stomach ache,16000.0
2023,Ontario,12 to 14 years,Female,Stomach ache,32100.0
2023,Ontario,12 to 14 years,Female,Stomach ache,10.1
2023,Ontario,12 to 14 years,Female,Stomach ache,6.9
2023,Ontario,12 to 14 years,Female,Stomach ache,13.4
2023,Ontario,12 to 14 years,Female,Backache,21400.0
2023,Ontario,12 to 14 years,Female,Backache,14600.0
2023,Ontario,12 to 14 years,Female,Backache,28300.0
2023,Ontario,12 to 14 years,Female,Backache,9.1
2023,Ontario,12 to 14 years,Female,Backache,6.3
2023,Ontario,12 to 14 years,Female,Backache,11.9
2023,Ontario,12 to 14 years,Female,Difficulties in getting to sleep,20.1
2023,Ontario,12 to 14 years,Female,Difficulties in getting to sleep,16.1
2023,Ontario,12 to 14 years,Female,Difficulties in getting to sleep,24.1
2023,Ontario,12 to 14 years,Female,Changed eating habits to manage weight,6500.0
2023,Ontario,12 to 14 years,Female,Changed eating habits to manage weight,2900.0
2023,Ontario,12 to 14 years,Female,Changed eating habits to manage weight,10200.0
2023,Ontario,12 to 14 years,Female,Changed eating habits to manage weight,2.7
2023,Ontario,12 to 14 years,Female,Changed eating habits to manage weight,1.2
2023,Ontario,12 to 14 years,Female,Changed eating habits to manage weight,4.2
2023,Ontario,12 to 14 years,Female,"Life satisfaction, satisfied or very satisfied",79.7
2023,Ontario,12 to 14 years,Female,"Life satisfaction, satisfied or very satisfied",75.4
2023,Ontario,12 to 14 years,Female,"Life satisfaction, satisfied or very satisfied",83.9
2023,Ontario,12 to 14 years,Female,Met sleep guidelines in the last 7 days,42.9
2023,Ontario,12 to 14 years,Female,Met sleep guidelines in the last 7 days,37.9
2023,Ontario,12 to 14 years,Female,Met sleep guidelines in the last 7 days,47.9
2023,Ontario,12 to 14 years,Female,Preoccupied with a desire to be thinner,22500.0
2023,Ontario,12 to 14 years,Female,Preoccupied with a desire to be thinner,14700.0
2023,Ontario,12 to 14 years,Female,Preoccupied with a desire to be thinner,30300.0
2023,Ontario,12 to 14 years,Female,Preoccupied with a desire to be thinner,9.4
2023,Ontario,12 to 14 years,Female,Preoccupied with a desire to be thinner,6.2
2023,Ontario,12 to 14 years,Female,Preoccupied with a desire to be thinner,12.6
2023,Ontario,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",7000.0
2023,Ontario,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",3000.0
2023,Ontario,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",11000.0
2023,Ontario,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",2.9
2023,Ontario,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",1.3
2023,Ontario,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",4.6
2023,Ontario,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",25900.0
2023,Ontario,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",17500.0
2023,Ontario,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",10.8
2023,Ontario,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",7.4
2023,Ontario,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",14.1
2023,Ontario,12 to 14 years,Female,"Perceived health, excellent or very good",20100.0
2023,Ontario,12 to 14 years,Female,"Perceived health, excellent or very good",13800.0
2023,Ontario,12 to 14 years,Female,"Perceived health, excellent or very good",26500.0
2023,Ontario,12 to 14 years,Female,"Perceived health, excellent or very good",8.4
2023,Ontario,12 to 14 years,Female,"Perceived health, excellent or very good",5.8
2023,Ontario,12 to 14 years,Female,"Perceived health, excellent or very good",10.9
2023,Ontario,12 to 14 years,Female,"Perceived health, fair or poor",93.9
2023,Ontario,12 to 14 years,Female,"Perceived health, fair or poor",91.8
2023,Ontario,12 to 14 years,Female,"Perceived health, fair or poor",96.0
2023,Ontario,12 to 14 years,Female,"Perceived mental health, excellent or very good",25.0
2023,Ontario,12 to 14 years,Female,"Perceived mental health, excellent or very good",20.7
2023,Ontario,12 to 14 years,Female,"Perceived mental health, excellent or very good",29.2
2023,Ontario,12 to 14 years,Female,"Perceived mental health, fair or poor",69.8
2023,Ontario,12 to 14 years,Female,"Perceived mental health, fair or poor",65.1
2023,Ontario,12 to 14 years,Female,"Perceived mental health, fair or poor",74.5
2023,Ontario,12 to 14 years,Female,"Smoking, daily or occasionally",97.0
2023,Ontario,12 to 14 years,Female,"Smoking, daily or occasionally",95.6
2023,Ontario,12 to 14 years,Female,"Smoking, daily or occasionally",98.5
2023,Ontario,12 to 14 years,Female,"Smoking, daily",99.5
2023,Ontario,12 to 14 years,Female,"Smoking, daily",99.0
2023,Ontario,12 to 14 years,Female,"Smoking, daily",100.0
2023,Ontario,12 to 14 years,Female,Cannabis use in the past 12 months,74.9
2023,Ontario,12 to 14 years,Female,Cannabis use in the past 12 months,70.5
2023,Ontario,12 to 14 years,Female,Cannabis use in the past 12 months,79.3
2023,Ontario,12 to 14 years,Female,"Cannabis use in the past 12 months, daily or almost daily",96.1
2023,Ontario,12 to 14 years,Female,"Cannabis use in the past 12 months, daily or almost daily",94.0
2023,Ontario,12 to 14 years,Female,"Cannabis use in the past 12 months, daily or almost daily",98.2
2023,Ontario,12 to 14 years,Female,"Used  e-cigarette or vaping device, past 30 days",82.0
2023,Ontario,12 to 14 years,Female,"Used  e-cigarette or vaping device, past 30 days",77.9
2023,Ontario,12 to 14 years,Female,"Used  e-cigarette or vaping device, past 30 days",86.2
2023,Ontario,12 to 14 years,Female,"Self-reported physical activity, average 60 or more minutes per day",81.3
2023,Ontario,12 to 14 years,Female,"Self-reported physical activity, average 60 or more minutes per day",76.4
2023,Ontario,12 to 14 years,Female,"Self-reported physical activity, average 60 or more minutes per day",86.2
2023,Ontario,12 to 14 years,Female,Headache,51.2
2023,Ontario,12 to 14 years,Female,Headache,46.0
2023,Ontario,12 to 14 years,Female,Headache,56.4
2023,Ontario,12 to 14 years,Female,Stomach ache,58.8
2023,Ontario,12 to 14 years,Female,Stomach ache,54.0
2023,Ontario,12 to 14 years,Female,Stomach ache,63.7
2023,Ontario,12 to 14 years,Female,Backache,61.7
2023,Ontario,12 to 14 years,Female,Backache,56.5
2023,Ontario,12 to 14 years,Female,Backache,66.9
2023,Ontario,12 to 14 years,Female,Difficulties in getting to sleep,45.1
2023,Ontario,12 to 14 years,Female,Difficulties in getting to sleep,39.9
2023,Ontario,12 to 14 years,Female,Difficulties in getting to sleep,50.3
2023,Ontario,12 to 14 years,Female,Changed eating habits to manage weight,76.7
2023,Ontario,12 to 14 years,Female,Changed eating habits to manage weight,72.4
2023,Ontario,12 to 14 years,Female,Changed eating habits to manage weight,81.0
2023,Ontario,12 to 14 years,Female,"Changed eating habits to manage weight, daily",90.1
2023,Ontario,12 to 14 years,Female,"Changed eating habits to manage weight, daily",87.1
2023,Ontario,12 to 14 years,Female,"Changed eating habits to manage weight, daily",93.1
2023,Ontario,12 to 14 years,Female,"Life satisfaction, satisfied or very satisfied",6900.0
2023,Ontario,12 to 14 years,Female,"Life satisfaction, satisfied or very satisfied",2900.0
2023,Ontario,12 to 14 years,Female,"Life satisfaction, satisfied or very satisfied",10900.0
2023,Ontario,12 to 14 years,Female,"Life satisfaction, satisfied or very satisfied",2.9
2023,Ontario,12 to 14 years,Female,"Life satisfaction, satisfied or very satisfied",1.2
2023,Ontario,12 to 14 years,Female,"Life satisfaction, satisfied or very satisfied",4.6
2023,Ontario,12 to 14 years,Female,Met sleep guidelines in the last 7 days,20.5
2023,Ontario,12 to 14 years,Female,Met sleep guidelines in the last 7 days,16.2
2023,Ontario,12 to 14 years,Female,Met sleep guidelines in the last 7 days,24.9
2023,Ontario,12 to 14 years,Female,Preoccupied with a desire to be thinner,60.1
2023,Ontario,12 to 14 years,Female,Preoccupied with a desire to be thinner,55.2
2023,Ontario,12 to 14 years,Female,Preoccupied with a desire to be thinner,65.1
2023,Ontario,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",76.9
2023,Ontario,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",72.7
2023,Ontario,12 to 14 years,Female,"Preoccupied with a desire to be thinner, daily",81.2
2023,Ontario,12 to 14 years,Female,Vomited to lose weight,97.9
2023,Ontario,12 to 14 years,Female,Vomited to lose weight,96.5
2023,Ontario,12 to 14 years,Female,Vomited to lose weight,99.3
2023,Ontario,12 to 14 years,Female,"Vomited to lose weight, daily",99.1
2023,Ontario,12 to 14 years,Female,"Vomited to lose weight, daily",98.1
2023,Ontario,12 to 14 years,Female,"Vomited to lose weight, daily",100.0
2023,Ontario,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",55.4
2023,Ontario,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",50.3
2023,Ontario,12 to 14 years,Female,"Perceived life stress, most days quite a bit or extremely stressful",60.6
2023,Ontario,15 to 17 years,Male,"Perceived health, excellent or very good",32500.0
2023,Ontario,15 to 17 years,Male,"Perceived health, excellent or very good",17.0
2023,Ontario,15 to 17 years,Male,"Perceived health, excellent or very good",13.0
2023,Ontario,15 to 17 years,Male,"Perceived health, excellent or very good",20.9
2023,Ontario,15 to 17 years,Male,"Perceived health, fair or poor",4900.0
2023,Ontario,15 to 17 years,Male,"Perceived health, fair or poor",2300.0
2023,Ontario,15 to 17 years,Male,"Perceived health, fair or poor",7600.0
2023,Ontario,15 to 17 years,Male,"Perceived health, fair or poor",2.0
2023,Ontario,15 to 17 years,Male,"Perceived health, fair or poor",0.9
2023,Ontario,15 to 17 years,Male,"Perceived health, fair or poor",3.0
2023,Ontario,15 to 17 years,Male,"Perceived mental health, excellent or very good",26.6
2023,Ontario,15 to 17 years,Male,"Perceived mental health, excellent or very good",22.3
2023,Ontario,15 to 17 years,Male,"Perceived mental health, excellent or very good",30.9
2023,Ontario,15 to 17 years,Male,"Perceived mental health, fair or poor",12500.0
2023,Ontario,15 to 17 years,Male,"Perceived mental health, fair or poor",7000.0
2023,Ontario,15 to 17 years,Male,"Perceived mental health, fair or poor",18000.0
2023,Ontario,15 to 17 years,Male,"Perceived mental health, fair or poor",5.0
2023,Ontario,15 to 17 years,Male,"Perceived mental health, fair or poor",2.8
2023,Ontario,15 to 17 years,Male,"Perceived mental health, fair or poor",7.1
2023,Ontario,15 to 17 years,Male,Cannabis use in the past 12 months,1400.0
